Region,Country,Country Income Level,Organization Name,Organization Type,Sectors,Description,URL,City,State/Region,Founding Year,Size,Type of Data Used,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description
North America,United States,High income,Altova,For-profit,IT and geospatial,Altova is a software company specializing in tools to assist developers with data management -  software and application development -  and data integration.,http://www.altova.com,Beverly,Massachusetts,1992,51 to 200,Finance,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Amazon Web Services,For-profit,IT and geospatial,Amazon provides cloud computing services through Amazon Web Services to a range of clients.,http://aws.amazon.com,Seattle,WA,2007,1000 ,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,American Association of Motor Vehicle Administrators (AAMVA),Other,Transportation and logistics,AAMVA represents the state and provincial officials in the United States and Canada who administer and enforce motor vehicle laws and also serves as a liaison with other levels of government and the private sector. Its development and research activities provide guidelines for more effective public service.,http://www.aamva.org/,Arlington,VA,1933,51 to 200,Transportation,FALSE,,TRUE,AAMVA develops and maintains many information systems that facilitate the electronic exchange of driver - vehicle - and identity information between organizations.,FALSE,,TRUE,responding to data queries from members,FALSE,
North America,United States,High income,American Institutes for Research (AIR),Nonprofit,Business -  research and consulting,AIRâ€™s mission is to conduct and apply behavioral and social science research and evaluation towards improving peoplesâ€™ lives -  with a special emphasis on the disadvantaged.,http://www.air.org/,Washington,DC,1946,1000+,Education -  Health/healthcare -  Transportation,FALSE,,FALSE,,FALSE,,TRUE,conducts studies in the fields of education - health - work and training.,FALSE,
North America,United States,High income,American Red Ball Movers,For-profit,Transportation and logistics,American Red Ball Movers is a long distance relocation moving company that serves families and businesses.,http://www.redball.com,Indianapolis,Indiana,1919,11 to 50,Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,American Truckers Association (ATA),Other,Transportation and logistics,American Trucking Associations is a national trade association for the trucking industry and aims to effectively advocate and communicate efforts designed to improve safety and profitability for their members.,http://ww.trucking.org,Arlington,VA,2015,,Transportation,TRUE,influence policy and support education programs for the advancement of the trucking industry.,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Amida Technology Solutions,For-profit,Healthcare,Amida develops patient-centered solutions based on the Blue Button personal health record (PHR).,http://amida-tech.com/index.html,Washington,DC,2013,1 to 10,Health/healthcare,TRUE,Works in collaboration with several international partners in the development of open government data -  and has created widely adopted open data and format standards (like Blue Button and Open 311 API).,FALSE,,FALSE,,FALSE,,FALSE,
South Asia,India,Lower middle income,Amigo Optima,For-profit,IT and geospatial,Amigo Optima Software Solutions Pvt Ltd. provides IT customized solutions across various industries.,http://www.amigooptima.com/,Hyderabad,Telangana,2011,11 to 50,Geospatial,FALSE,,FALSE,,TRUE,Integrate geospatial data into its services and products,FALSE,,FALSE,
Latin America & Caribbean,Argentina,High income,Analice,Developer group,Governance,Analice is a group of journalists -  programmers -  designers and passionate about the intersection of technology and how to tell stories -  and the ability of technology to solve problems and improve the quality of media producers.,http://analice.me/,Buenos Aires,Autonomous City of Buenos Aires,2015,1 to 10,Government operations,FALSE,,FALSE,,TRUE,uses data from national open data portal,FALSE,,FALSE,
North America,United States,High income,Analytica,For-profit,IT and geospatial,Analytica assists public sector organizations to identify -  leverage -  analyze and manage information.,http://www.analytica.net/,Washington,District of Columbia,2007,11 to 50,Public safety,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Latin America & Caribbean,Colombia,Upper middle income,Analytical Academica,Nonprofit,Education,AnalÃ­tica AcadÃ©mica is a private company that facilitates the selection and procurement of raw data and the development and use of apps to provide universities with information needed to improve their management -  building a better education system in Colombia.,http://www.analiticaacademica.com/, , ,2014,1 to 10,Education,FALSE,,TRUE,Uses open education data to develop software for educational planning -  evaulation of academic management; uses open education data to preform data analysis reports and to offer educational consulting services ,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,Animal Politico,Other,Media and communications,Animal Politico is a digital publication focused on the validity of facts used in politics,http://www.animalpolitico.com/elsabueso/el-sabueso/,Mexico City,Federal District,2009,11 to 50,,FALSE,,FALSE,,TRUE,fact checking and infographics,FALSE,,FALSE,
North America,United States,High income,Annenberg Public Policy Center - Fact Check,Nonprofit,Media and communications,The Center is a nonpartisan -  nonprofit â€œconsumer advocateâ€ for voters that aims to reduce the level of deception and confusion in U.S. politics -  by monitoring the factual accuracy of what is said by major U.S. political players in the form of TV ads -  debates -  speeches -  interviews and news releases.,http://www.factcheck.org/,Philadelphia,PA,1993,11 to 50,,FALSE,,FALSE,,TRUE,fact checking,FALSE,,FALSE,
North America,United States,High income,Apextech,For-profit,IT and geospatial,Apextech LLC -  a commercial and government consulting firm -  offers clients and partners innovative solutions to heighten business performance.,http://apextechllc.com/,Arlington,Virginia,2003,11 to 50,International development,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Apigee,For-profit,IT and geospatial,Apigee delivers an intelligent API platform to help companies use their enterprise data and services to create connected digital experiences for customers -  partners and employees.,http://apigee.com/,San Jose,CA,2004,201 to 1000,Health/healthcare,FALSE,,TRUE,develops infrastructure for creating and operating apps and APIs.,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Apogee Data Consulting,For-profit,IT and geospatial,Apogee Data Consulting is a Geographic Information Science (GIS) consultancy which provides web-mapping -  GIS and geospatial data analysis solutions to the broadcasting industry.,http://www.apogeedata.co.uk,Tenterden,England,2004,1 to 10,Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,Aporta,For-profit,IT and geospatial,Aporta provides a web site that leverages the power of the Internet and technology to process charitable donations.,http://aporta.org.mx,Monterrey,Nuevo Leon,2011,1 to 10,Government operations -  Demographic and social -  Business -  Economic,FALSE,,FALSE,,TRUE,Use open data to analyze the non-profit sector.,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,App and Mobile,For-profit,IT and geospatial,App and mobile is a mobile application developer providing a wide range of applications for iOS and Android operating systems.,http://appandmobile.com/,London,,2014,,Transportation,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Panama,Upper middle income,AppCivico,Nonprofit,Finance and insurance,The Civic Innovation Accelerator Fund seeks to reduce the gap between the civic movements and technology -  identifying and supporting comprehensively implementing strategies to accelerate technological innovations collective social change in Latin America -  especially in urban areas.,http://www.appcivico.com, , ,2012,1 to 10,,TRUE,Develops tools to promote citizen participation processes and public interest.,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Appallicious,For-profit,IT and geospatial,The Appallicious Mobile Commerce Platform is a technology for government and business to go mobile.,http://appallicious.com,San Francisco,CA,2010,11 to 50,Health/healthcare -  Public safety -  Demographic and social,FALSE,,TRUE,Creates products to help banks -  businesses and government create opportunity -  savings -  efficiency and value from all types of data,FALSE,,FALSE,,FALSE,
South Asia,India,Lower middle income,Appface Technologies - Mandi Trades,For-profit,Agriculture,Mandi Trades is a location-based Farm-to-Shop trading platform for agricultural products.,http://54.84.64.42/,Bengaluru,,2014,,Agriculture,FALSE,,FALSE,,TRUE,Provides a Location based F2S (Farm 2 Shop) Trading Platform for Agri Produce using open data and crowdsourced data to impact farming decisions.,FALSE,,FALSE,
East Asia & Pacific,Australia,High income,Appjourney,For-profit,Transportation and logistics,Appjourney is the developer of Triptastic -  which provices real-time transit information on public transportation.,http://www.triptasticapp.com,Sydney,New South Wales,2013,,Transportation,FALSE,,TRUE,Developers of Triptastic app which uses local transport data to provide real-time transit information to users.,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Australia,High income,Applied Land Systems,For-profit,IT and geospatial,Applied Land Systems Pty Ltd has been established to meet a growing need in the community for specialist services related to measurement -  geographic information systems (GIS) -  information system design and project management. ,http://www.appliedlandsystems.com.au/,Tuross Head,New South Wales,2008,1 to 10,Geospatial -  Housing,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
